Time (ms),Stimulus (%),Trigger,Spikeling Fluorescence,Spikeling Calcium,Spikeling Vm (mV),Neuron Aux1 Fluorescence,Neuron Aux1 Calcium,Neuron Aux1 Vm (mV),Neuron Aux2 Fluorescence,Neuron Aux2 Calcium,Neuron Aux2 Vm (mV)
0.0,-4.0,0.0,21.9467277244783,18.746039379619585,-94.99,25.544974965797547,19.757868920704865,-115.0,26.546849828879047,19.919040326382728,-115.0
0.1,-4.0,0.0,23.873502419118278,18.754982727948754,-94.99,25.111043939893374,19.8649992938065,-115.0,25.75748912633333,19.88174430953157,-115.0
0.2,-4.0,0.0,24.874630493404766,18.795937254350118,-94.99,25.68205803977401,19.947411881843895,-113.0,25.519722051223297,19.905702323638714,-114.0
0.30000000000000004,-4.0,0.0,24.41221301648071,18.854814115650694,-94.99,24.59677661831327,19.925214680085332,-115.0,25.017192103511086,19.89657888187453,-115.0
0.4,-4.0,0.0,23.58472893384063,18.73286733638319,-95.0,24.990509900835065,19.83008817910712,-114.0,24.774192448287927,19.92762065879067,-114.0
0.5,-4.0,0.0,24.087269456921398,18.84272708176012,-95.0,23.385816509022007,19.821984934378776,-115.0,26.207339488684784,19.775651168459067,-115.0
0.6000000000000001,-4.0,0.0,26.231827855513302,18.954464931152064,-95.0,25.528975318330307,19.79142958564427,-115.0,23.495619034567184,19.778457352628664,-115.0
0.7000000000000001,-4.0,0.0,23.502521821979926,19.045159182708435,-95.0,24.59187715053584,19.8447631801927,-113.0,25.614366391780308,19.827825189709372,-114.0
0.8,-4.0,0.0,23.588852792752515,19.13248779358004,-95.0,24.385009776555023,19.801254416096494,-115.0,25.67534350016018,19.908361696138805,-115.0
0.9,-4.0,0.0,24.85211841974846,19.17026865734382,-95.0,25.94727297215994,19.794842480915268,-114.0,23.971823719654193,19.92078704393092,-114.0
1.0,-4.0,0.0,23.386326907396935,19.210884779803028,-95.0,25.900952009189368,19.873962111358907,-115.0,25.314798312995862,19.980623271455862,-115.0
1.1,-4.0,0.0,24.914428426756903,19.122570965871553,-94.99,25.070527797549783,19.875448663535916,-115.0,23.207245257284974,20.05497140409565,-115.0
1.2000000000000002,-4.0,0.0,23.72897180127503,19.03234289302783,-94.99,25.52682099146165,19.88377425983842,-113.0,24.667207432975985,20.097626935648055,-114.0
1.3,-4.0,0.0,23.272345414729873,19.084632191126488,-94.99,25.90492912665208,19.923974940729593,-115.0,25.49000192730949,20.19430748766158,-115.0
1.4000000000000001,-4.0,0.0,24.84191676736434,18.989204293487695,-94.99,23.7318258457305,19.929546184982144,-114.0,24.647445960177446,20.059358629742636,-114.0
1.5,-4.0,0.0,23.944037868322063,18.924371271065795,-94.99,25.063027307437785,19.93092385111164,-115.0,25.46788286945291,20.06549333493856,-115.0
1.6,-4.0,0.0,24.321430844583208,18.910061900859997,-94.99,24.747648330427868,19.843690022137658,-115.0,24.144035976395646,20.02135347369535,-115.0
1.7000000000000002,-4.0,0.0,23.4256781725659,18.91802031197732,-95.0,25.830123729344013,19.86412431272175,-113.0,25.097760999206606,20.081068804571743,-114.0
1.8,-4.0,0.0,22.804978839383743,18.987432970279098,-95.0,25.992883402831147,19.774570326077654,-115.0,26.485491806998148,20.11954680485739,-115.0
1.9000000000000001,-4.0,0.0,22.56826539902248,19.020572597216347,-95.0,23.410954482536436,19.772029168506137,-114.0,25.77932143536491,20.15341891405483,-114.0
2.0,-4.0,0.0,25.6720419563197,19.04795028349198,-95.0,21.300340932265332,19.754387822618465,-115.0,24.47036799110715,20.172446113651738,-115.0
2.1,-4.0,0.0,25.056326190264752,19.031819240726954,-95.0,25.48261744124828,19.794689153230806,-115.0,26.63749010750391,20.255891499560235,-115.0
2.2,-4.0,0.0,25.116250623384413,18.925267015783405,-95.0,24.176770785086543,19.806210140527476,-113.0,25.156018382432173,20.271503461161124,-114.0
2.3000000000000003,-4.0,0.0,25.78007013102434,19.013787830463514,-94.99,23.865820072932507,19.83056146461443,-115.0,25.36336917077098,20.176640511402287,-115.0
2.4000000000000004,-4.0,0.0,22.456241980495463,18.999137590994984,-94.99,23.68338190345623,19.82090926855985,-114.0,24.135470328855675,20.288895846179983,-114.0
2.5,-4.0,0.0,24.385362761381995,19.02190069950187,-94.99,24.014792759524372,19.777026027534692,-115.0,25.914197318218196,20.198544731278893,-115.0
2.6,-4.0,0.0,25.753166835841306,19.087082070301122,-94.99,26.160676426537385,19.853572998446506,-115.0,26.583171159243296,20.291949959298528,-115.0
2.7,-4.0,0.0,24.837474366349493,19.03185492150274,-94.99,25.250023960289205,19.90590586886163,-113.0,25.994434922555637,20.386508668020884,-114.0
2.8000000000000003,0.0,0.0,25.698933895232802,19.224226397018917,-94.99,24.517430223914932,19.81851988893338,-115.0,27.61739042723184,20.385268225413178,-115.0
2.9000000000000004,0.0,0.0,23.201275079860203,19.21866442204025,-95.0,26.98964430936906,19.715184720445734,-114.0,24.39829852468708,20.322253424847826,-114.0
3.0,0.0,0.0,24.489132401576548,19.327223248608135,-95.0,25.542746635065754,19.806994013633656,-115.0,25.212119482112026,20.28746192871522,-115.0
3.1,0.0,0.0,25.0650824124257,19.391649782581474,-95.0,24.60040768172073,19.80469217522587,-115.0,26.896518333812317,20.379003737457197,-115.0
3.2,0.0,0.0,24.175618204162586,19.379985835848757,-95.0,27.400725309805168,19.79114054853602,-113.0,25.632420961821552,20.46791232651689,-114.0
3.3000000000000003,0.0,0.0,25.712420850498162,19.39895476502358,-95.0,24.659543639726493,19.70796507304979,-115.0,25.566831850192916,20.52277880688764,-115.0
3.4000000000000004,0.0,0.0,25.390751249061942,19.34586965732413,-95.0,25.31840982037592,19.65764858279159,-114.0,25.7228319707333,20.495802759856712,-114.0
3.5,0.0,0.0,24.449390284363837,19.43006190971321,-95.0,24.170546547106486,19.74815587924364,-115.0,25.731399705039482,20.437575665078942,-115.0
3.6,0.0,0.0,25.26327590846622,19.424579726802317,-94.99,23.12085705646809,19.675918736614673,-115.0,25.502607682173416,20.36627501774293,-115.0
3.7,0.0,0.0,24.671636892297848,19.346674351601276,-94.99,25.938557035502896,19.615957071945484,-113.0,23.732557560678373,20.446733891571228,-114.0
3.8000000000000003,0.0,0.0,23.018110114482315,19.458516674131037,-94.99,26.524095237532904,19.52264903852927,-115.0,25.385684435982885,20.440721622069628,-115.0
3.9000000000000004,0.0,0.0,23.496025205600517,19.385733036395894,-94.99,23.292483350818824,19.496008078349703,-114.0,26.325494269408892,20.517913740579264,-114.0
4.0,0.0,0.0,24.398690280577565,19.436528813131265,-94.99,24.457181619373394,19.54183936314364,-114.0,25.97399786747329,20.455356375513574,-115.0
4.1000000000000005,0.0,0.0,24.865336016814037,19.422359834202563,-95.0,23.372798662383836,19.623181264129613,-115.0,24.796122055445505,20.45782760303021,-115.0
4.2,0.0,0.0,23.49850973877844,19.405603872232835,-95.0,24.03569908383147,19.660353029220897,-113.0,27.238593554139015,20.55297305458209,-114.0
4.3,0.0,0.0,25.089184622065336,19.51380952037658,-95.0,26.781619538513247,19.627707915047356,-115.0,25.33961306503778,20.51659842266889,-115.0
4.4,0.0,0.0,26.25066414535495,19.50224469209231,-95.0,23.5957442806014,19.615612490918274,-114.0,26.829177355381375,20.600673671857155,-114.0
4.5,0.0,0.0,26.025314571699546,19.55632787618099,-95.0,23.562276248214214,19.601512546165186,-115.0,24.526172035330802,20.522951092378655,-115.0
4.6000000000000005,0.0,0.0,24.27026924389195,19.607654540414746,-95.0,22.950274221374617,19.604242868041336,-115.0,25.979233404352783,20.556551345683005,-115.0
4.7,0.0,0.0,26.4948967953711,19.64485831331456,-95.0,23.783648959995944,19.61726788281616,-113.0,26.626438076281342,20.70008681543705,-114.0
4.800000000000001,0.0,0.0,23.68012274217519,19.678690994808274,-94.99,24.85748449237757,19.64916903606642,-115.0,25.105438156037067,20.66209129611329,-115.0
4.9,0.0,0.0,24.09471153604565,19.67212187248667,-94.99,24.286024929631363,19.637394699384647,-114.0,25.177550559767447,20.672293483657562,-114.0
5.0,0.0,0.0,24.142179323713744,19.617915699583165,-94.99,25.293191143168333,19.57236567098365,-115.0,26.404163686850694,20.578896722694367,-115.0
5.1000000000000005,0.0,0.0,23.90992067783417,19.54280727867523,-94.99,26.516227537834833,19.590110283086823,-115.0,24.893654560372894,20.471909277112776,-115.0
5.2,0.0,0.0,24.811427279411646,19.620823012541337,-94.99,23.1532170356843,19.61111867066435,-113.0,25.874570880653877,20.38830017934308,-114.0
5.300000000000001,0.0,0.0,23.988478557593258,19.591684808678643,-94.99,25.489252515323123,19.655457551940504,-115.0,25.428919973396415,20.420832965964948,-115.0
5.4,0.0,0.0,26.482898358857053,19.57959758502801,-95.0,24.490534943149076,19.854594443465597,-114.0,25.48041721899059,20.358610055797243,-114.0
5.5,0.0,0.0,24.215573715699833,19.71579020289899,-95.0,26.541506617889194,19.892730834789567,-115.0,26.651107865372136,20.384210536913184,-115.0
5.6000000000000005,0.0,0.0,23.911367536785896,19.659565826678353,-95.0,24.459516937096126,19.90307355374518,-115.0,24.7205620429737,20.341124355369224,-115.0
5.7,0.0,0.0,23.125911804072253,19.589217514911507,-95.0,25.711899662691213,19.90823571931645,-113.0,23.821818171324143,20.2888052246583,-114.0
5.800000000000001,0.0,0.0,26.199888209340756,19.641891676091248,-95.0,24.682979295400305,19.91057138504516,-115.0,24.56070412287918,20.312894314641046,-115.0
5.9,0.0,0.0,22.7664955414579,19.770236712682102,-95.0,25.59826847722575,19.8690194235887,-114.0,25.55384158040291,20.290881066898535,-114.0
6.0,0.0,0.0,24.662519102649437,19.845286055313412,-94.99,24.444968882899047,19.90396097435047,-115.0,27.28250586287255,20.333508082144714,-115.0
6.1000000000000005,0.0,0.0,23.76426632783697,19.895195942865485,-94.99,24.204393718966458,19.942604875257818,-115.0,25.249676159600366,20.260796542472523,-115.0
6.2,0.0,0.0,24.88842893875763,19.825629012510827,-94.99,23.68546421564752,19.93053152903255,-113.0,25.752699548965722,20.27970693467848,-114.0
6.300000000000001,0.0,0.0,23.061649524353747,19.832403628768837,-94.99,22.96497082144582,19.89144446631471,-115.0,25.61162672076342,20.250283082880017,-115.0
6.4,0.0,0.0,25.32034804188032,19.92259142850748,-94.99,24.838111476860554,19.80589763642585,-114.0,25.0896069154349,20.145406711823128,-114.0
6.5,0.0,0.0,26.122564566413065,19.867671452888487,-94.99,24.761645526074005,19.856358922758904,-115.0,24.09681261763196,20.19436750094943,-115.0
6.6000000000000005,0.0,0.0,24.480011228376878,19.851399054909106,-95.0,25.540343758627333,19.832482670148856,-115.0,25.896833007181513,20.15598271291841,-115.0
6.7,0.0,0.0,23.686377864196718,19.890925135238405,-95.0,25.845336192476832,19.716188772289602,-113.0,23.459403270191856,20.14902952033477,-114.0
6.800000000000001,0.0,0.0,23.95840075901562,19.879714607878885,-95.0,26.574531539483168,19.649286344838025,-115.0,25.4256601063934,20.196721951009888,-115.0
6.9,0.0,0.0,25.049258273227675,19.850459221396285,-95.0,23.01596369015528,19.636074253420418,-114.0,26.327256185715335,20.130800217308785,-114.0
7.0,0.0,0.0,24.345781865764557,19.88227485216459,-95.0,23.7018550638466,19.64738520152362,-115.0,27.39474675967918,20.016685890294134,-115.0
7.1000000000000005,0.0,0.0,25.12051657860128,19.881742093019533,-95.0,24.934168226094016,19.60122203150707,-115.0,25.900358295814065,19.994278340334333,-115.0
7.2,0.0,0.0,25.79458176843503,19.812605904546245,-95.0,25.135985405477516,19.639757421232492,-113.0,23.281370268181373,19.930575750564508,-114.0
7.300000000000001,0.0,0.0,24.142830314972134,19.779264123777832,-94.99,20.90957591013007,19.595477861943362,-115.0,24.590719516148074,19.865833808649363,-115.0
7.4,0.0,0.0,23.915303577364202,19.83525215009138,-94.99,22.61780883302363,19.612350006312553,-114.0,23.234592255388186,19.79412607117955,-114.0
7.5,0.0,0.0,24.55590516736053,19.96638762697442,-94.99,26.103544300374562,19.624103956503983,-115.0,26.084335559993395,19.81778070904134,-115.0
7.6000000000000005,0.0,0.0,24.57994060521554,19.930266083513782,-94.99,23.972834673862145,19.67563286903008,-115.0,24.76818534879018,19.825663023317027,-115.0
7.7,0.0,0.0,22.856823701321147,20.004829718492527,-94.99,23.62131254200365,19.565322777132035,-113.0,25.278813975699755,19.86920397274712,-114.0
7.800000000000001,0.0,0.0,26.324040019666935,20.099243872134043,-95.0,26.53595453031576,19.538051322328165,-115.0,25.33050413028515,19.910495152706993,-115.0
7.9,0.0,0.0,26.24796896635555,20.015489934860753,-95.0,26.012193667629255,19.5657522779661,-114.0,23.85815186632113,19.815379664464366,-114.0
8.0,0.0,0.0,24.40571525091774,19.89797934147578,-95.0,25.440067981156755,19.57249494159256,-115.0,23.95920965823005,19.86038369300544,-115.0
8.1,0.0,0.0,24.26392202298554,20.008618614055802,-95.0,24.932558918146018,19.652836366100523,-115.0,25.49690642394842,19.905848179290043,-115.0
8.200000000000001,0.0,0.0,23.48847316003211,20.04429027901596,-95.0,25.773332727766512,19.71079081108439,-113.0,25.797034992902503,19.806766792582682,-114.0
8.3,0.0,0.0,24.265694521294275,19.93838149567203,-95.0,23.540391103274516,19.763620160422654,-115.0,24.923668630982135,19.783760835851947,-115.0
8.4,0.0,0.0,25.620934384943787,19.95228924949717,-95.0,25.372837786143762,19.692010806244827,-114.0,24.999718596250876,19.81316675455816,-114.0
8.5,0.0,0.0,25.82354893187408,19.94094429168021,-94.99,24.859679815421085,19.706175071455785,-115.0,24.882066326063057,19.761356141188397,-115.0
8.6,0.0,0.0,26.425271634572233,19.98533613081199,-94.99,24.345607948633596,19.771058696456663,-115.0,26.141400257512373,19.776379754971245,-115.0
8.700000000000001,0.0,0.0,24.70018793305163,19.931235434863364,-94.99,24.535852015691866,19.723855692997773,-113.0,23.64000682764356,19.767956991447097,-114.0
8.8,0.0,0.0,28.001263804388252,19.899307202500328,-94.99,24.350455303472966,19.63432105540054,-115.0,25.815972399683368,19.746762877051637,-115.0
8.9,0.0,0.0,25.088879110137903,19.903659225636375,-94.99,24.10964598705572,19.703565369198916,-114.0,24.591760533734334,19.770408280430726,-114.0
9.0,0.0,0.0,26.398559673800648,19.834500328585914,-94.99,24.36907156128706,19.69235295012335,-115.0,26.167866508095777,19.811645615676095,-115.0
9.1,0.0,0.0,26.249705710288804,19.790313151858957,-95.0,25.20574586551855,19.662569954809612,-115.0,26.29048421296924,19.893940719339295,-115.0
9.200000000000001,0.0,0.0,22.694614487007847,19.89097819943251,-95.0,24.200268769237045,19.669353418830845,-113.0,24.811630370959602,19.98763777075146,-114.0
9.3,0.0,0.0,24.681541382036688,19.88712646148512,-95.0,23.786540607891247,19.66381210667898,-115.0,26.14134729708034,20.006288770146373,-115.0
9.4,0.0,0.0,25.14426602187813,19.857346465859035,-95.0,24.15027482383645,19.649389336453734,-114.0,24.08721035384981,19.97975881039504,-114.0
9.5,0.0,0.0,26.005119097143588,19.919050884984152,-95.0,23.55423093667593,19.637144438952248,-115.0,24.465155534736578,19.94943747115873,-115.0
9.600000000000001,0.0,0.0,21.719395720052383,19.96319922544514,-95.0,24.0585952859554,19.63606619216541,-115.0,23.990788816961253,19.950489033101846,-115.0
9.700000000000001,0.0,0.0,24.617330971531782,19.90409274063351,-94.99,24.714459675050136,19.593299236496126,-113.0,24.502009136281,19.91265739834832,-114.0
9.8,0.0,0.0,25.20139739450168,19.861231605928204,-94.99,24.68861056088793,19.617452252749292,-115.0,25.798508275296513,19.863298113303166,-115.0
