Time (ms),Stimulus (%),Trigger,Spikeling Fluorescence,Spikeling Calcium,Spikeling Vm (mV)
0.0,-4.0,0.0,25.77221069319743,19.369874669789667,-95.65
0.1,-4.0,0.0,24.399044649845397,19.504644907075477,-95.65
0.2,-4.0,0.0,24.09861323485941,19.53807871987668,-95.65
0.30000000000000004,-4.0,0.0,24.54231395165328,19.505305379853926,-95.65
0.4,-4.0,0.0,25.58501574260922,19.48149906565718,-95.64
0.5,-4.0,0.0,25.454463255986415,19.560691634993933,-95.64
0.6000000000000001,-4.0,0.0,24.611154694746123,19.600108238680427,-95.64
0.7000000000000001,-4.0,0.0,26.029491609731842,19.597162637294797,-95.64
0.8,-4.0,0.0,25.087417174366262,19.687666263642008,-95.63
0.9,-4.0,0.0,24.614732160552613,19.75919842440567,-95.63
1.0,-4.0,0.0,25.368414445014167,19.790695385794496,-95.63
1.1,-4.0,0.0,23.79546706580259,19.648918409753545,-95.62
1.2000000000000002,-4.0,0.0,24.75056201813976,19.570831935575214,-95.62
1.3,-4.0,0.0,24.874443169481484,19.714798326794533,-95.62
1.4000000000000001,-4.0,0.0,25.503762802263417,19.700026564442105,-95.62
1.5,0.0,0.0,24.82369207993396,19.75864091628475,-95.61
1.6,0.0,0.0,24.92241587963899,19.77966815113874,-95.61
1.7000000000000002,0.0,0.0,24.4001698752501,19.84238424947909,-95.61
1.8,0.0,0.0,23.591269663709852,19.811868228195042,-95.61
1.9000000000000001,0.0,0.0,24.216732775106447,19.723019103272712,-95.61
2.0,0.0,0.0,23.663450420154227,19.699095163816107,-95.6
2.1,0.0,0.0,24.141474445885553,19.77267386079325,-95.6
2.2,0.0,0.0,23.908920104829566,19.80060638606542,-95.59
2.3000000000000003,0.0,0.0,25.26196920838492,19.760660762612012,-95.59
2.4000000000000004,0.0,0.0,23.19390849739192,19.670886721524706,-95.59
2.5,0.0,0.0,23.961890094824046,19.682260026689637,-95.59
2.6,0.0,0.0,26.036206254097277,19.69747380098542,-95.58
2.7,0.0,0.0,25.37163115271362,19.604749291739136,-95.58
2.8000000000000003,0.0,0.0,24.293118790702298,19.691826749713222,-95.58
2.9000000000000004,0.0,0.0,25.831220758743203,19.800947102506523,-95.58
3.0,0.0,0.0,24.897944401003276,19.786412452195176,-95.58
3.1,0.0,0.0,24.821464847304497,19.98342438175071,-95.58
3.2,0.0,0.0,25.682021158171167,19.97072984366522,-95.57
3.3000000000000003,0.0,0.0,23.817485779225155,20.10308935272995,-95.57
3.4000000000000004,0.0,0.0,26.523507039361537,20.096721597003746,-95.56
3.5,0.0,0.0,24.053796340871596,20.102745358708994,-95.56
3.6,0.0,0.0,24.82904746307582,20.081089275340787,-95.56
3.7,0.0,0.0,24.36480660330784,20.05359855227458,-95.56
3.8000000000000003,0.0,0.0,27.45380753868238,19.94096948741931,-95.55
3.9000000000000004,0.0,0.0,25.65619632113975,20.008589576137155,-95.55
4.0,0.0,0.0,24.29649101420719,19.894769906273538,-95.55
4.1000000000000005,0.0,0.0,25.100159387323938,19.85655783383151,-95.55
4.2,0.0,0.0,24.82038820169398,19.814312718340858,-95.55
4.3,0.0,0.0,25.955169608124397,19.849196146231925,-95.55
4.4,0.0,0.0,25.13462152934407,19.809613239901147,-95.54
4.5,0.0,0.0,25.147180689196876,19.80886476039287,-95.54
4.6000000000000005,0.0,0.0,27.046427138280002,19.840229308182018,-95.54
4.7,0.0,0.0,25.729003692290487,19.837893707561463,-95.53
4.800000000000001,0.0,0.0,26.234271238942156,19.898039078091212,-95.53
4.9,0.0,0.0,24.695508241831106,19.897734844278077,-95.53
5.0,0.0,0.0,25.831003762061027,19.777639167550163,-95.53
5.1000000000000005,0.0,0.0,24.8222277378577,19.833225854108196,-95.52
5.2,0.0,0.0,24.808588549338488,19.84913447298283,-95.52
5.300000000000001,0.0,0.0,24.0912121676533,19.71306933823731,-95.52
5.4,0.0,0.0,23.369491994797915,19.690607909321717,-95.52
5.5,0.0,0.0,23.341032893387695,19.698164806873514,-95.52
5.6000000000000005,0.0,0.0,24.611004911169335,19.732165847365348,-95.52
5.7,0.0,0.0,26.066442601096483,19.657283449824753,-95.52
5.800000000000001,0.0,0.0,24.792643464682715,19.670845830057264,-95.51
5.9,0.0,0.0,24.316914595098098,19.532251922799507,-95.51
6.0,0.0,0.0,24.775277790806843,19.528413015995397,-95.5
6.1000000000000005,0.0,0.0,22.56018438133573,19.52288439788099,-95.5
6.2,0.0,0.0,22.549271405573265,19.467991531328614,-95.5
6.300000000000001,0.0,0.0,24.637354312851457,19.475487906527892,-95.5
6.4,0.0,0.0,26.46841629268323,19.47587660154793,-95.5
6.5,0.0,0.0,25.20358212155168,19.41058139721547,-95.5
6.6000000000000005,0.0,0.0,23.132008565938975,19.348785411803856,-95.49
6.7,0.0,0.0,23.421502357659847,19.236386439445873,-95.49
6.800000000000001,0.0,0.0,24.42945587782673,19.304846233287314,-95.49
6.9,0.0,0.0,23.84468125993029,19.39071727467232,-95.49
7.0,0.0,0.0,23.11855218928454,19.35997411058537,-95.49
7.1000000000000005,0.0,0.0,26.207185711441575,19.419212924562466,-95.48
7.2,0.0,0.0,23.947572335049983,19.21581459502978,-95.48
7.300000000000001,0.0,0.0,24.848070751546008,19.19074979529762,-95.48
7.4,0.0,0.0,22.525151846974456,19.212529810614743,-95.47
7.5,0.0,0.0,25.50409302318913,19.276647591807833,-95.47
7.6000000000000005,0.0,0.0,25.212189981182544,19.302845104702122,-95.47
7.7,0.0,0.0,25.200523292577437,19.183063394411974,-95.47
7.800000000000001,0.0,0.0,24.58751326732462,19.22008320353916,-95.47
7.9,0.0,0.0,24.52381618358581,19.28713868213768,-95.47
8.0,0.0,0.0,23.88688332814779,19.37716224648846,-95.47
8.1,0.0,0.0,23.486830058287584,19.45525620055927,-95.46
8.200000000000001,0.0,0.0,25.228526796657334,19.475804488224487,-95.46
8.3,0.0,0.0,23.69348872312103,19.427870084428086,-95.46
8.4,0.0,0.0,24.72539814518327,19.343184989563362,-95.45
8.5,0.0,0.0,24.390384528083494,19.31132891476863,-95.45
8.6,0.0,0.0,24.850152069333824,19.338393023161082,-95.45
8.700000000000001,0.0,0.0,24.530059896536425,19.300794849542118,-95.45
8.8,0.0,0.0,25.931602608295908,19.357776643847785,-95.45
8.9,0.0,0.0,23.585358407817157,19.300911983771726,-95.45
9.0,0.0,0.0,23.48998569359183,19.278302155737812,-95.44
9.1,0.0,0.0,24.337406671410182,19.36086355264468,-95.44
9.200000000000001,0.0,0.0,24.82966423559228,19.432781036840552,-95.44
9.3,0.0,0.0,25.37838169082694,19.448840823722154,-95.44
9.4,0.0,0.0,23.77634116816975,19.49139978113177,-95.44
9.5,0.0,0.0,24.10775739759188,19.483546775914625,-95.43
9.600000000000001,0.0,0.0,24.830328432989464,19.504482741588944,-95.43
9.700000000000001,0.0,0.0,24.08890944490409,19.578226855359077,-95.43
9.8,0.0,0.0,24.01775255500209,19.633632730901848,-95.43
9.9,0.0,0.0,23.765451645085573,19.58548674973059,-95.43
10.0,0.0,0.0,23.822077671210213,19.523708396964096,-95.42
10.100000000000001,0.0,0.0,23.69605191452238,19.55577895198795,-95.42
10.200000000000001,0.0,0.0,22.955384132253982,19.550902696733157,-95.42
10.3,0.0,0.0,25.965380152939375,19.546962045793318,-95.42
10.4,0.0,0.0,23.886971860705767,19.55461824775906,-95.42
10.5,0.0,0.0,22.850555614216074,19.559433067196906,-95.42
10.600000000000001,0.0,0.0,23.04151648381423,19.610109420110973,-95.42
10.700000000000001,0.0,0.0,26.167373391320062,19.73003996569932,-95.41
10.8,0.0,0.0,23.086730902043435,19.835614575213814,-95.41
10.9,0.0,0.0,25.49694216092451,19.80746160196491,-95.41
11.0,0.0,0.0,25.154935189299632,19.839470565674976,-95.41
11.100000000000001,0.0,0.0,24.49714986357736,19.853200041797695,-95.4
11.200000000000001,0.0,0.0,25.65364693109132,19.823988402916587,-95.4
11.3,0.0,0.0,24.91410019112526,19.863516816348145,-95.4
11.4,0.0,0.0,24.578099485099177,19.785599504142926,-95.4
11.5,0.0,0.0,25.494737232440478,19.872321029238588,-95.4
11.600000000000001,0.0,0.0,23.043437341669335,19.751525164482562,-95.4
11.700000000000001,0.0,0.0,25.007156476643235,19.81766820250196,-95.4
11.8,0.0,0.0,24.520549758789425,19.72897211376148,-95.4
11.9,0.0,0.0,24.134768211605287,19.71752678209595,-95.4
12.0,0.0,0.0,23.116345541241994,19.663480966630644,-95.39
12.100000000000001,0.0,0.0,24.376888092183684,19.68521392668984,-95.39
12.200000000000001,0.0,0.0,25.773437506847408,19.705426763493815,-95.38
12.3,0.0,0.0,24.071595690914823,19.718062482618127,-95.38
12.4,0.0,0.0,23.92590058732748,19.772097973429858,-95.38
12.5,0.0,0.0,25.919828889341638,19.788136197319808,-95.38
12.600000000000001,0.0,0.0,24.539684316158706,19.88810724940876,-95.38
12.700000000000001,0.0,0.0,26.035587642304392,19.8507039626545,-95.38
12.8,0.0,0.0,23.660338437649294,19.927932880922448,-95.38
12.9,0.0,0.0,24.63813167086281,19.871237169887866,-95.38
13.0,0.0,0.0,23.956494862134655,19.909768392359595,-95.38
13.100000000000001,0.0,0.0,23.985981289677817,19.838398307206358,-95.38
13.200000000000001,0.0,0.0,24.002730268859576,19.874863127995027,-95.37
13.3,0.0,0.0,24.539438511588934,19.81059534844084,-95.37
13.4,0.0,0.0,25.006198243710323,19.762122752558398,-95.36
13.5,0.0,0.0,25.36856322176282,19.768171807814944,-95.36
13.600000000000001,0.0,0.0,24.16354150376984,19.677520414004704,-95.36
